,gender,city,branch_code,days_since_last_transaction,occupation_company,occupation_retired,occupation_salaried,occupation_self_employed,occupation_student,customer_nw_category,current_balance,previous_month_end_balance,average_monthly_balance_prevQ2,average_monthly_balance_prevQ,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,vintage,age,dependents
225,1.0,914.0,2409,26.0,0,0,0,1,0,1.1726581217248149,-0.8067384377062896,-0.5417171570942991,-0.8704821745825546,-0.18718939540775195,-0.058053915527172824,-0.1662810236176043,-0.2027329940998676,3.8403974323803682,-0.8087627990491946,0.8966996341066742,-0.7287368850052474,-0.34864877203275196,-0.33087694063583206
226,1.0,1232.0,1795,999.0,0,0,0,0,1,1.1726581217248149,0.09985487117284816,0.08589356389404537,0.11103783255367249,0.06037505298839881,-0.31387403414167897,-0.32443157068331024,-0.3681955879860323,-0.3773339542659771,0.08002777174403039,0.07352618292322262,-0.6896087867294782,-1.4156539053084125,-0.33087694063583206
227,1.0,409.0,158,72.0,0,0,1,0,0,-0.3414700942004219,-0.4408073369508825,-0.4583049521537722,-0.7032449399724269,-0.5527642700634724,-0.3139111098366172,-0.32446785916474885,-0.36823167264112183,-0.3773708426712679,-0.47570404329769844,-0.4869417107388513,1.6531084624165713,-0.18017427730501612,-0.33087694063583206
228,1.0,1585.0,2644,60.0,0,1,0,0,0,1.1726581217248149,0.5020814153685136,0.492269760126601,0.833502457367417,0.535082476449363,-0.3139460049470134,-0.32450201336113066,-0.36826563499907783,0.5975764112230251,0.49448158390971664,0.6595632371894811,-0.5393072028765238,1.223779845426116,-0.33087694063583206
229,1.0,413.0,759,35.0,0,1,0,0,0,-0.3414700942004219,-0.21215475769530429,-0.19491801341337733,-0.362712713791689,-0.4035909247506146,-0.3139067479709135,0.040383714776985186,-0.36822742736885583,-0.3773665028397376,-0.22424876299573848,-0.44822524658959867,-0.5343385554764262,1.0553053506983803,-0.33087694063583206
230,0.0,409.0,1392,17.0,0,0,0,1,0,1.1726581217248149,-0.3185320866556118,-0.3779462546714923,-0.5203735542225958,-0.3936516904839838,0.5652811694384097,-0.2789939644985897,-0.36821469158201203,-0.3773534833757681,-0.19969497487692717,-0.4357046297243325,-0.8281098330072006,-0.8540722562159595,-0.33087694063583206
231,1.0,1020.0,410,13.0,0,0,0,1,0,-0.3414700942004219,-0.8307388423100778,-0.7931606948025749,-0.8605735271392198,-0.22549256066093012,0.9930809286838781,3.2093687806189806,0.8307033430916216,1.7969000971159141,-0.4325820733240556,0.5369012397520229,-1.0181605960609363,-0.46096510185124256,0.7125618737115219
232,1.0,1551.0,2408,6.0,0,0,0,1,0,-0.3414700942004219,0.6653244202585669,0.07367085262628469,-0.7425135503205756,2.3282484349339114,10.981246076599108,-0.3243952825647387,4.607498726079465,-0.3127685451583945,3.025791005229669,2.4319931038380798,1.8239057167949286,-0.6855977614882237,2.79943950240623
233,0.0,996.0,1209,126.0,0,0,0,1,0,1.1726581217248149,-0.4714618630017552,-0.4886060050222135,-0.49712061705983424,-0.5459404641391147,-0.3139612716610812,-0.3245169559231244,-0.3682804936311926,-0.37742075110087486,-0.5067645465499747,-0.5181486449294367,2.1878591388520827,0.5498818665151726,-0.33087694063583206
234,1.0,1020.0,2375,21.0,0,0,0,1,0,-0.3414700942004219,0.9395976741924617,-0.7596908318252669,-0.6071510881721256,-0.3291110181252747,1.633985923483585,-0.17947993617178784,-0.3033312032888825,-0.06081725014505279,0.5901663303776296,-0.9069254996276186,-0.543033688426597,2.3469431436110217,-0.33087694063583206
235,1.0,1020.0,2,341.0,0,1,0,0,0,-0.3414700942004219,0.4020397517237858,0.47784315349662004,0.5164116635598469,0.444458009355962,-0.3139394620887976,-0.3244956094248237,-0.22469042385721133,-0.3773990517006895,0.3937667783465296,0.4771935109814398,3.2287907691725435,1.616886999790833,-0.33087694063583206
236,1.0,318.0,213,103.0,0,0,0,1,0,-0.3414700942004219,-0.40385506842924956,-0.34857008414109375,-0.7265199325512542,-0.37335217276962696,-0.3139525478167747,-0.3245084173087379,-0.2784288826180474,-0.37741207132548543,-0.4112808372248298,-0.37392620532547843,-0.888975763658397,-0.34864877203275196,-0.33087694063583206
237,1.0,491.0,707,102.0,0,0,1,0,0,-0.3414700942004219,-0.7746221406326738,0.22155000623237925,-0.11168449806030611,0.04170060121183523,-0.3139612716610812,-0.3245169559231244,0.7891311396784801,-0.37493049336334755,-0.27754137778283966,0.21419195426387827,-0.5231590988262064,0.6060400314244179,-0.33087694063583206
238,1.0,623.0,473,11.0,0,0,1,0,0,1.1726581217248149,-0.3246813083310131,-0.6535165043320407,-0.5597115184117121,-0.6497585216260882,0.40087985539651777,-0.32438034050373626,0.45626102887973036,-0.3741824429096339,-0.47948910403394696,-0.638852881551105,-0.3268975265223486,-0.6294395965789784,1.756000688058876
239,1.0,681.0,3436,38.0,0,0,0,1,0,-0.3414700942004219,-0.5590526683516448,-0.4556657577051021,-0.7162870785774135,-0.6511088856996132,-0.3139460049470134,-0.02326010857679527,-0.21974715057057012,-0.3774055615073439,-0.5495740063171405,-0.5459636070859709,-1.088963821512328,-1.0787049158529407,-0.33087694063583206
240,1.0,146.0,77,308.0,0,0,0,1,0,-0.3414700942004219,0.08035161142507581,0.0662627392250426,0.09246824711082327,0.03965846838905222,-0.3138653105026286,-0.3244230322698218,-0.3681870975313886,-0.377325274694807,0.059980907406178605,0.0533084744425205,-1.1827470411891716,0.04445838233196503,-0.33087694063583206
241,0.0,146.0,354,9.0,0,0,0,1,0,1.1726581217248149,-0.39215857957878025,-0.30949395660656986,-0.29220338025660686,-0.39807051295224394,-0.3138173308547543,-0.3243184383349969,-0.2347200621693538,-0.11665254782616123,-0.38795101339526433,-0.37903174050242233,0.25505530021409056,-0.18017427730501612,-0.33087694063583206
242,1.0,334.0,674,60.0,0,1,0,0,0,-0.3414700942004219,-0.04518234949807152,-0.05759389368165451,-0.47010321834815033,-0.321641137399873,-0.3139176526448049,-0.32447426305208993,-0.33379539693718085,-0.3259223468937644,-0.06631329701424156,-0.3328769350501322,-0.015735983091232246,0.8868308559706444,1.756000688058876
243,1.0,539.0,59,24.0,0,0,1,0,0,-0.3414700942004219,1.5131503665219461,1.007476039849863,3.7622570324965015,1.7761112405646273,1.528684169587554,3.4863498488699722,-0.04249473633423199,2.8758856461281876,1.8215549653887129,1.6731613732984374,1.6704987283169133,0.04445838233196503,-0.33087694063583206
244,1.0,905.0,2474,25.0,0,0,0,1,0,-0.3414700942004219,0.01014182675520469,-0.011563902629248285,0.05127591701220887,-0.038778427022758466,-0.26738397417135573,-0.2429697938074259,-0.3507897294270838,-0.35750243576524876,-0.004877661675120229,-0.021283143738106195,0.882968115401433,-0.06785794748652554,0.7125618737115219
245,1.0,1020.0,16,9.0,0,1,0,0,0,-1.8556873687035156,7.968947841502181,7.610760334076308,2.6290189058556335,5.628163959054786,4.029656899523474,9.148582134238021,1.0131099052377954,-0.2684231524822839,7.901796244478183,4.528237578718041,0.27617205166450565,1.8415196594278143,-0.33087694063583206
246,0.0,146.0,523,4.0,0,0,0,0,1,-1.8556873687035156,0.09184713647428878,-0.6019659721442887,-0.36391348830778825,-0.5404609041027073,0.6056220672607867,-0.32448493622276015,-0.3682486537801459,-0.3773882020484621,-0.4821073148302203,-0.6344708447585438,0.23393854876367548,-1.6964447298546388,-0.33087694063583206
247,0.0,906.0,1695,200.0,0,1,0,0,0,1.1726581217248149,-0.2208698727550766,-0.14663046139327474,-0.5024797283132423,-0.2393227994666863,-0.31392201452333834,-0.3244785323165895,-0.2489420363906596,-0.3773816922724422,-0.17429401017474938,-0.1652995693357638,-0.045547867491818245,0.6621981963336632,-0.33087694063583206
248,1.0,1020.0,47,11.0,0,0,0,1,0,1.1726581217248149,-0.53160029047962,-0.7998188303842527,-0.20307126827800548,0.3808257541188682,-0.236742656348025,-0.16188386822858566,-0.21689027588304566,0.6747697494392217,-0.5892108415369499,-0.41705306459502833,1.1612123698069023,-0.5171232667604878,2.79943950240623
249,0.0,409.0,248,11.0,0,0,1,0,0,-1.8556873687035156,-0.3003245128583191,6.583904607987768,0.016347968818084077,1.7184879361026206,10.309625717328908,2.1060301169091984,10.037725312752041,-0.1347499657005588,1.266964755688518,3.070667489121784,1.541934976839386,0.21293287705970088,-0.33087694063583206
250,0.0,834.0,14,3.0,0,0,0,1,0,-0.3414700942004219,2.206618571083483,-0.04293369544768998,1.973903268870633,0.1053903302751228,5.174501836187932,-0.17546215620387778,1.8689194707776078,-0.24318422733061032,0.6018044099361243,-0.1209486696013047,2.1437623931762158,0.8868308559706444,-0.33087694063583206
251,0.0,1525.0,320,149.0,0,0,0,1,0,1.1726581217248149,-0.5732129895943411,-0.5766712360205306,-0.7170570481306848,-0.6494921858959407,-0.3139525478167747,-0.3245084173087379,-0.36827200297677926,-0.37741207132548543,-0.6107483738697359,-0.6078586395547143,-0.3076440178469701,-0.40480693694199726,-0.33087694063583206
252,1.0,1020.0,212,258.0,0,0,0,1,0,-0.3414700942004219,-0.60592167430233,-0.6244992524299128,-0.6013836737081334,-0.6893088307142291,-0.3138783959689,-0.32443583989758695,-0.36819983322084426,-0.3773382940592192,-0.6454205298710176,-0.6581045615508629,0.9053270287018725,0.10061654724121032,-0.33087694063583206
253,1.0,1020.0,16,999.0,0,0,0,1,0,-0.3414700942004219,-0.5735680090483916,-0.6201970921964355,-0.5581715902860953,-0.6810130439758778,-0.3139590906980814,-0.32451482126764547,-0.36827837096571747,-0.37741858115511406,-0.6294329616502039,-0.6536737837865922,2.3008958672043045,-0.5732814316697331,-0.33087694063583206
254,0.0,409.0,932,9.0,0,0,0,1,0,-0.3414700942004219,0.343544761912204,-0.25108681032122204,-0.19348430080794596,-0.23536538991943506,0.9823787990858269,-0.3245276292193615,0.2280627415805725,-0.3774316008488328,-0.09598138161852414,-0.2737775959385341,-0.20454458429494354,0.2690910419689462,-0.33087694063583206
255,0.0,334.0,676,124.0,0,0,0,1,0,-0.3414700942004219,0.050637529316876324,0.14738465647457225,0.18521006345049193,0.4014420514143306,-0.3139678145577862,-0.32452335989710335,-0.21685770874166874,-0.051286411173039316,0.09140689152694773,0.27254357764228865,-0.9566735844847277,0.3252492068781915,-0.33087694063583206
256,0.0,1020.0,5,62.0,0,0,0,1,0,-1.8556873687035156,-0.5495544940459364,-0.5677633915015505,-0.5805413563642183,-0.6327453534451581,-0.31391547170745804,-0.32447212842171924,-0.36823591791838767,-0.37737518250790947,-0.5874822554327548,-0.5996725233664195,1.7114900693677189,1.616886999790833,-0.33087694063583206
257,1.0,694.0,1420,100.0,0,0,0,1,0,1.1726581217248149,-0.4056485460818459,-0.4237306067131509,-0.32995962953724217,-0.44076540725821917,-0.3138958433290965,-0.3244529168049166,-0.3231452605706548,-0.2966902433423825,-0.4201025368380121,-0.4371695281122992,-1.1877156885892692,0.8306726910613991,-0.33087694063583206
258,1.0,1020.0,501,56.0,0,1,0,0,0,1.1726581217248149,-0.5262537027592546,-0.10946723636683488,-0.12104074315350027,-0.21592971563412877,-0.3139002051819704,-0.27900028863979687,-0.35893800836496986,-0.3333894644693058,-0.4906093039282515,-0.09334463645276114,2.9381248962668303,0.8306726910613991,-0.33087694063583206
259,1.0,1181.0,235,999.0,0,0,0,0,1,-0.3414700942004219,-0.30385044420261675,-0.3204522658068291,-0.3077105023822071,-0.3684334823459567,-0.31385004418368145,-0.3244080900945592,-0.3681722392838328,-0.37731008549440065,-0.33492981967737284,-0.34496777572403975,-0.8958076538335313,-1.8649192245823747,-0.33087694063583206
260,0.0,1271.0,378,89.0,0,0,0,1,0,-0.3414700942004219,-0.799288936619903,-0.44079051262438895,-0.41819908374460313,-0.5142580030141095,-0.3138282352656622,-0.3243867442366311,-0.36740393900232887,-0.22844135849373623,-0.732714887849309,-0.3772817778779404,-0.9815168214852161,-1.134863080762186,-0.33087694063583206
261,1.0,563.0,2845,18.0,0,0,1,0,0,1.1726581217248149,-0.505660667228647,-0.6596547239618161,-0.7088730868758111,-0.6497824010097139,0.2620570454623716,-0.3244785323165895,-0.27839989622458544,-0.19592374736070334,-0.4420440037048107,-0.6995191097929766,-0.9715795266850208,0.6621981963336632,-0.33087694063583206
262,0.0,146.0,77,31.0,0,0,0,1,0,-1.8556873687035156,-0.1818867364045925,0.24482366708639836,-0.19068038083840863,0.00839314759545641,-0.31385876778681115,-0.32373575587795833,0.065339006479511,-0.10737382631043658,0.014001219757506643,0.33260916464393847,-0.7225260757551253,-0.5171232667604878,-0.33087694063583206
263,1.0,409.0,1347,91.0,0,0,1,0,0,-0.3414700942004219,0.30361301449693706,0.2946740997076617,-0.3279986757894579,0.3130226396174883,-0.3139241954645315,-0.32448066695072486,-0.36824440848789974,-0.30068997076474374,0.29051440837295156,0.29447993852395915,1.5375874103643006,0.7183563612429085,-0.33087694063583206
264,1.0,1315.0,250,0.0,0,1,0,0,0,-0.3414700942004219,1.774833581293926,0.40247834415524414,0.8376589934371421,0.4184004667230245,-0.2576747306031829,-0.03314963097145225,-0.10299714647633793,0.046751930894452697,0.31294968836070847,0.41573650157182257,1.1854345258823784,2.3469431436110217,-0.33087694063583206
265,1.0,1178.0,526,149.0,0,0,0,1,0,1.1726581217248149,-0.3673020283819418,-0.3843188676007715,-0.4115778400944204,-0.43584432551322144,-0.3139678145577862,-0.32452335989710335,-0.36828686163511754,-0.3774272609458241,-0.4001499580806467,-0.410743735649039,0.1830099129126744,0.2690910419689462,1.756000688058876
266,1.0,1477.0,2581,30.0,0,0,0,1,0,1.1726581217248149,-0.6894771969039231,-0.03523369935316049,0.1913431985006962,-0.10926787705288124,-0.3138456823898191,0.02422856504794789,0.4183030088153791,-0.11125209779128374,-0.3783958681078192,-0.21309405912519844,-0.5858882722524394,-0.9663885860344501,-0.33087694063583206
267,1.0,1020.0,227,146.0,0,0,1,0,0,-1.8556873687035156,-0.6827921947747094,-0.6064472200362057,-0.6004794795714071,-0.40527905904048117,-0.3138653105026286,-0.3244230322698218,-0.2559516684348227,0.47175952647619696,-0.7195412968802488,-0.5514275452853307,0.10661695913617278,-0.9102304211252048,-0.33087694063583206
268,1.0,540.0,1983,250.0,0,0,0,1,0,1.1726581217248149,-0.852756154474215,-0.049736704447154466,0.05515563681262614,-0.3107470971571969,-0.3138631295960718,-0.3244208976695874,0.5504449596507165,-0.37732310480520403,-0.7697636667238548,-0.06615889260045768,-1.300131336016479,-1.3594957403991672,-0.33087694063583206
269,1.0,834.0,219,44.0,0,0,1,0,0,-0.3414700942004219,-0.152195621988456,-0.07592349716475853,-0.7833716988911703,-0.4494397739854761,-0.3138653105026286,0.49243141252911804,-0.35215248622923206,-0.34645574453008215,-0.13379934064826868,-0.4496053029396254,-0.4567034398499001,-1.4156539053084125,-0.33087694063583206
270,1.0,623.0,81,11.0,0,0,1,0,0,-0.3414700942004219,0.6975895329250544,-0.6754248307016397,-0.7417757022052242,-0.5418259703745263,1.5531401475675897,-0.2519580590029364,0.004647871926476971,-0.2784270003135719,-0.08466264953428827,-0.7089541861135548,-0.8392892896574203,-0.9102304211252048,0.7125618737115219
271,1.0,139.0,643,41.0,0,0,0,1,0,1.1726581217248149,-0.5950331524796074,-0.5559855181482158,-0.5230447341981836,-0.657406561080514,-0.3139612716610812,-0.24608317742588404,-0.29089595900295095,-0.29831255207490104,-0.6276690483933198,-0.6175281772275392,-0.7181785092800398,0.3814073717874367,1.756000688058876
272,1.0,1232.0,52,151.0,0,0,1,0,0,-0.3414700942004219,0.5172122070255959,0.5073543566397705,0.5429414317108637,0.50617415134662,-0.3138653105026286,-0.3244230322698218,-0.3658444953592605,-0.37490230320450446,0.5099849022000915,0.5084644722487189,1.51771282076391,0.6621981963336632,0.7125618737115219
273,1.0,1232.0,39,27.0,0,0,1,0,0,1.1726581217248149,-0.6564594694294458,-0.740264919277392,0.4500818102524442,-0.16971474242049298,-0.2890794580583533,-0.3244785323165895,-0.3682422858436484,1.5501082665335193,-0.7337265699932285,-0.7049338649021333,1.3202090866100278,0.04445838233196503,-0.33087694063583206
274,0.0,575.0,485,123.0,0,0,0,1,0,-0.3414700942004219,-0.2850865372919987,-0.30029659082788496,-0.26896783599886864,-0.34471312443165586,-0.3138282352656622,-0.3243867442366311,-0.3681510133220292,-0.3710942755367424,-0.31308246754806845,-0.32371215419170407,-0.4386920930245461,-0.6294395965789784,-0.33087694063583206
275,1.0,146.0,1298,7.0,0,0,0,1,0,-0.3414700942004219,-0.2507570269401523,-0.8390158228333239,-0.528163716017071,-0.5992011940468348,0.272766411825783,0.1441137744616976,1.1476016368861846,0.1459256308197553,-0.272800579888558,-0.7950779070059465,-0.710104457254881,-0.2363324422142614,-0.33087694063583206
276,0.0,649.0,289,0.0,0,0,0,1,0,-1.8556873687035156,-0.6308081155111942,-0.27521519673952516,-0.5869708275255261,-0.3464381768391659,-0.028286369713991604,-0.32452335989710335,1.8327446892706711,-0.3774272609458241,-0.36113009074059915,-0.29946829128507496,1.2301523524832576,1.1676216805168707,-0.33087694063583206
277,0.0,551.0,550,53.0,0,0,0,1,0,1.1726581217248149,2.53645789938553,3.2248518118540606,-0.8022557913708481,2.0867979056636634,-0.3139176526448049,4.264977562263643,1.4871861204486316,-0.30068359493929175,2.9767343787678993,2.810020550168426,-1.180883798414135,-0.8540722562159595,-0.33087694063583206
278,1.0,649.0,554,85.0,0,0,1,0,0,-0.3414700942004219,0.9149009705675466,-0.16665788855982452,1.0712873634957696,-0.12562490175162253,-0.31387185322999156,-0.3244294360780542,-0.04455887397214129,0.08506311303714256,-0.25520283824416057,-0.2577401608203486,0.2283488204385656,-0.6855977614882237,-0.33087694063583206
279,1.0,146.0,509,17.0,0,0,0,0,1,-0.3414700942004219,0.16839686143725172,0.17870985291383248,0.21163460916365293,0.17229931439440704,-0.12398874842659187,-0.32444651295524757,-0.14875946949780205,-0.3464815663163306,0.18005114033492745,0.18465441343824332,0.5482054968198529,-1.0787049158529407,-0.33087694063583206
280,1.0,664.0,413,117.0,0,0,0,1,0,1.1726581217248149,0.004310177652375387,0.09628581682555648,0.08432742976346845,0.1433543569874643,-0.3139525478167747,-0.3245084173087379,-0.22266337238505823,-0.07975894752582598,0.05771398210541652,0.1442263966686877,1.0289221327793021,-0.2363324422142614,0.7125618737115219
281,0.0,1034.0,1272,90.0,0,0,0,1,0,1.1726581217248149,-0.6081667987696299,-0.4158797187678661,-0.044812391699897716,-0.40831362682008593,-0.3139678145577862,-0.32452335989710335,-0.11493892742097077,-0.13741257562143674,-0.5999843503857077,-0.3186113743139708,-1.3429859198423213,0.3252492068781915,-0.33087694063583206
282,0.0,409.0,1408,49.0,0,0,1,0,0,1.1726581217248149,-0.8706975447731428,-0.8910069417606054,-0.7758440041440147,-0.29985760211572704,-0.3138674914104631,2.356606783781386,-0.36818922014317296,2.3462556614873855,-0.9175763655574736,0.6381481474414286,-0.5629082780269877,-0.8540722562159595,-0.33087694063583206
283,1.0,1020.0,358,11.0,0,0,0,1,0,-0.3414700942004219,0.6801347981846562,0.7225942235435497,1.5604250590506077,0.8362775328677406,-0.3137737135318398,-0.32423732674667305,-0.27433789317392077,-0.04150277163920509,0.6845023448609597,0.7624450934619901,0.33703798231570203,0.7745145261521538,1.756000688058876
284,1.0,409.0,1223,7.0,0,0,0,1,0,-0.3414700942004219,1.692409233640147,0.8734726389361538,0.7514156024151245,1.0825690390223732,-0.3122234509699154,-0.3245084173087379,-0.3164915126814662,-0.3493295272873878,1.5501359902238647,0.8913285843233176,-0.2629261912460911,-0.06785794748652554,2.79943950240623
285,1.0,294.0,372,48.0,0,0,0,1,0,1.1726581217248149,-0.45381933087946386,-0.4570335903497973,-0.6641929576404201,-0.5684451329643374,-0.3138435014948078,-0.30311833796918997,-0.33196040077017397,-0.3773035758562329,-0.48502399679640623,-0.49175113867282294,-0.7436428272055403,0.6621981963336632,-0.33087694063583206
286,0.0,409.0,612,350.0,0,0,0,1,0,-0.3414700942004219,-0.6160975608962432,-0.6347416964192866,-0.6331890621929266,-0.7001084534842607,-0.3138413206010807,-0.32439955173632173,-0.3681637488841298,-0.3773014059793949,-0.6558800438550245,-0.6686532139991759,-1.1020065209375844,-0.34864877203275196,-0.33087694063583206
287,0.0,1020.0,1027,25.0,0,0,0,1,0,-1.8556873687035156,-0.5120589873698574,-0.6054002855431628,0.0318797786184499,-0.20514550981063798,-0.24562627951203703,-0.07404517129374838,-0.35423458902932553,0.6916378994477973,-0.5579316231377982,-0.12637797317529617,-0.6188055612780865,0.2690910419689462,-0.33087694063583206
288,0.0,1020.0,114,25.0,0,0,1,0,0,-1.8556873687035156,-0.7275068729448017,-0.7757344125026714,-0.7311412534318974,-0.6706390387588554,0.0873227276925905,-0.2795104723360231,-0.07704560925621297,-0.24042537909352124,-0.6514296511169771,-0.6985131890518262,-0.1399521680936739,-0.12401611239577083,-0.33087694063583206
289,1.0,146.0,1268,115.0,0,0,0,1,0,1.1726581217248149,-0.7067520099327221,-0.7259890887790911,-0.30399870993928674,-0.5010656994337837,-0.31391547170745804,-0.32447212842171924,-0.36823591791838767,0.06908275853728316,-0.7490612589421367,-0.4517378392259838,0.06748886086040366,-0.9663885860344501,-0.33087694063583206
290,1.0,834.0,106,29.0,0,1,0,0,0,-0.3414700942004219,-0.17296209364479523,-0.18870781414873913,-0.28919043650215515,-0.3063941410796106,-0.3139721764953312,-0.15071583211714035,-0.36829110697730455,-0.34656118462843355,-0.2003932836843301,-0.30109660934092847,1.795335994244367,1.5045706699723425,-0.33087694063583206
291,1.0,454.0,1480,10.0,0,0,0,1,0,-0.3414700942004219,-0.41071707876380953,-0.24538148385359748,-0.7896040476957383,-0.6514543701414636,-0.2521174560166078,1.4309704350598471,0.3058296408129216,1.056915975076743,-0.5594732000436328,-0.44246240821055227,-0.0070408501410613306,0.437565536696682,1.756000688058876
292,0.0,1020.0,32,999.0,0,0,0,0,1,-0.3414700942004219,-0.3335700767757572,-0.3619488354946116,-0.6230087555045497,-0.48408118124368243,-0.3138871196387338,-0.32444437834120526,-0.3682083237054486,-0.3773469736610173,-0.3654778126831368,-0.3877049282911176,-0.9200298099090075,-2.370342708765582,-0.33087694063583206
293,1.0,575.0,3,88.0,0,0,1,0,0,-0.3414700942004219,0.07486634157874827,0.06583255991963735,-0.8484969839978715,0.020403804229913454,-0.31385004418368145,-0.3244080900945592,-0.3605982575136389,-0.37731008549440065,0.05739084131128098,0.0528654344817568,-0.6883666248794538,-1.3594957403991672,-0.33087694063583206
294,1.0,1568.0,946,97.0,0,0,0,1,0,-0.3414700942004219,1.4326970399541616,1.427453450045277,1.7078922120254458,1.5235482569502408,-0.3139089289031232,-0.3244657245381492,-0.36822955000436386,-0.37736867275486385,1.4500195826965052,1.4551933897236258,2.182890491451985,0.9991471857891349,-0.33087694063583206
295,1.0,1020.0,14,319.0,0,0,0,1,0,-1.8556873687035156,-0.3419479963347437,-0.3587990025009041,-0.3477641748326072,-0.4089129839511875,-0.3138674914104631,-0.32442516687130674,-0.36818922014317296,-0.3773274445856812,-0.3740892457976253,-0.38446092778153984,1.8071365318195989,1.223779845426116,-0.33087694063583206
296,1.0,221.0,68,999.0,0,0,1,0,0,1.1726581217248149,-0.4107137849322321,-0.42935922886450906,-0.4182439008846404,-0.4811731584138551,-0.31385004418368145,-0.3244080900945592,-0.3681722392838328,-0.37731008549440065,-0.4456029865444837,-0.45723481167288865,2.0561899827494945,0.21293287705970088,-0.33087694063583206
297,0.0,156.0,2901,299.0,0,0,0,1,0,1.1726581217248149,0.07847324857119074,0.06437209056803556,0.08008377892524068,0.03666896747245511,-0.3138435014948078,-0.3244016863239988,-0.36816587148218377,-0.3773035758562329,0.05805018988530905,0.05136130288802354,-1.0510778850865834,-0.46096510185124256,-0.33087694063583206
298,1.0,102.0,826,307.0,0,0,1,0,0,-0.3414700942004219,0.1176441964377936,0.15306893167649982,-0.11652179472739939,0.10402600353010363,-0.31388057688443366,-0.3244379745066076,-0.2941281216143003,-0.37734046395775367,0.10878422069151565,0.14270982781890107,-1.1299551625631339,-0.7979140913067142,-0.33087694063583206
299,0.0,1020.0,12,79.0,0,0,1,0,0,-0.3414700942004219,-0.8360478949122265,-0.5249261807101716,-0.5381945651338775,-0.6258395454225324,-0.31393291924212724,-0.3244892054998171,0.0033746697087398674,-0.2815674959512759,-0.6911193970209646,-0.5348088888027124,0.35070176266597064,-0.741755926397469,-0.33087694063583206
300,1.0,1232.0,2844,46.0,0,0,0,1,0,-1.8556873687035156,0.7411420269161759,0.9177431102103734,-0.5199525424659381,0.2981990816511665,-0.3139612716610812,1.0542238208695458,0.03166948460862929,0.45192968288222657,0.7746897953153044,0.558755723280633,-0.10144515074291699,0.6621981963336632,-0.33087694063583206
301,0.0,1496.0,519,20.0,0,0,0,1,0,1.1726581217248149,-0.7701341399263346,-0.815454898672038,-0.2634418911041181,-0.5384756734840799,0.2883907946957074,-0.3244102246872579,0.19297672709683905,0.19574537040307288,-0.7842757687584856,-0.5178286301575955,-1.2659718851408075,0.7183563612429085,2.79943950240623
302,0.0,594.0,672,108.0,0,0,0,1,0,-0.3414700942004219,0.22049965975570404,0.2667551890554132,0.22824807456303203,0.2779636945615657,-0.31391547170745804,-0.32447212842171924,-0.3080918616137071,-0.19591961582766626,0.22380558544858534,0.3152401209672841,0.3345536586156532,-0.011699782577280254,-0.33087694063583206
303,1.0,1020.0,19,999.0,0,0,1,0,0,-0.3414700942004219,-0.15552721657053176,-0.17040830014568698,-0.15358458043195822,-0.2101381536681118,-0.3139111098366172,-0.32446785916474885,-0.36823167264112183,-0.3773708426712679,-0.18181074257812382,-0.19043809048797117,1.95930135844759,0.3814073717874367,-0.33087694063583206
304,1.0,1096.0,578,152.0,0,1,0,0,0,1.1726581217248149,0.6600724465360659,0.627253949374486,0.6208823475125759,0.6379971913402601,-0.3139678145577862,-0.32452335989710335,-0.3290805190982068,-0.3681385585537489,0.6655654250934826,0.638744518108166,0.7270768032233689,1.3922543401538519,-0.33087694063583206
305,0.0,745.0,298,13.0,0,0,0,1,0,-0.3414700942004219,-0.6000703254127239,0.20123702774947935,0.3875174269673301,0.09379327531082873,-0.26124659956888807,-0.2729215535187635,0.6110716326759786,-0.3772970662295523,-0.41762835597253306,0.20034455427203898,-0.2772110525213719,0.7183563612429085,-0.33087694063583206
306,1.0,1020.0,37,14.0,0,0,0,1,0,-0.3414700942004219,-0.0998404507409123,0.08991898200264208,0.29904190018387167,0.22333233187999335,-0.11270095231437365,-0.15233388271018922,-0.3233716660652882,0.2398898385601605,-0.09162311354809738,0.29181950285062963,0.48671848524364425,-1.0787049158529407,-0.33087694063583206
307,0.0,1549.0,2053,999.0,0,0,1,0,0,1.1726581217248149,1.2099474729284199,1.2032469454952839,1.268679325338105,1.2395280558603827,-0.3138565868841072,-0.32441449387642635,-0.36817860709672506,-0.377316595144062,1.221061428560743,1.2242839997769812,-0.9355568330343127,-0.5732814316697331,-0.33087694063583206
308,1.0,1551.0,445,68.0,0,0,0,1,0,-0.3414700942004219,0.9032751148784642,1.232920814599051,0.6772396775741443,1.1961188415181634,-0.31385004418368145,-0.3244080900945592,0.2812971623999745,-0.36595306797301236,1.0990301696447422,1.2552961404075231,-0.18777539931961393,-0.34864877203275196,-0.33087694063583206
309,0.0,1096.0,249,292.0,0,0,0,1,0,-0.3414700942004219,-0.2238920591023454,-0.23997089710130715,-0.22481863192560034,-0.2835126230494937,-0.3139460049470134,-0.32450201336113066,-0.36826563499907783,-0.3774055615073439,-0.2527427945590751,-0.2620803332425517,0.6115557511710981,0.21293287705970088,-0.33087694063583206
